id,category,incoming_email,historical_reply,intent,resolution_type,split
E0061,delayed_delivery,"Hi team, order ORD-47196 is past its estimated delivery date. Can you look into this?","Hi Jordan, I'm sorry for the delay with order ORD-47196. I've checked with our shipping partner and it looks like there was a delay in transit. I've flagged this for priority handling and will follow up with an updated delivery date shortly.",report that a delivery is delayed and ask for an update,escalation_or_update,reference
E0101,damaged_product,"Hi, unfortunately my order ORD-91987 arrived broken. I'd like a replacement or refund.","Hi Fatima, I'm sorry to hear the running shoes arrived damaged — that's not the experience we want for you. I can send a free replacement or process a full refund for order ORD-91987, whichever you'd prefer.",report that a received product arrived damaged,replacement_or_refund,reference
E0159,account_access,"Hello, I'm locked out of my account after a few failed login attempts. What should I do?","Hello Chloe, I've reviewed your account and lifted the temporary lock caused by repeated login attempts. You should be able to sign in normally now.",resolve an issue accessing their account,access_restored_or_steps_provided,reference
E0186,password_reset,"Hi, I forgot my password and the reset email isn't arriving. Can you help me regain access?","Hello Noah, sorry about that. I've resent the password reset link to your registered email. If it doesn't show up shortly, I can reset it manually from our end.",request help resetting their password,steps_provided,reference
E0403,exchange_request,"Hello, the air purifier I received doesn't fit as expected. Can I exchange it for another size?","Hi Sofia, of course! I've started an exchange for order ORD-47002 — a prepaid return label is on its way to your email, and we'll ship the replacement as soon as the original is on its way back to us.",exchange a purchased item for a different size or variant,exchange_initiated,reference
E0029,order_status,"Hi there, just checking in on order ORD-17944 placed December 11. Any updates?","Hi Maria, thanks for checking in. Order ORD-17944 is currently being processed and is on track to ship soon. You'll receive a tracking number by email once it leaves our warehouse.",check the current status of an order,status_provided,reference
E0092,damaged_product,"Hi, unfortunately my order ORD-82140 arrived broken. I'd like a replacement or refund.","Hello Ravi, apologies for the damage on order ORD-82140. I've started a replacement shipment for you at no extra cost, and you won't need to return the damaged item.",report that a received product arrived damaged,replacement_or_refund,reference
E0260,subscription_cancellation,"Hello, please cancel my recurring plan effective immediately.","Hello Sam, your subscription has been cancelled as requested. No further charges will be made, and you'll receive a confirmation email shortly.",cancel a recurring subscription,subscription_cancelled,evaluation
E0368,address_change,"Hello, I entered the wrong address on order ORD-85069. Can this be corrected?","Hello Noah, good news — order ORD-85069 hadn't shipped yet, so I was able to update the address as requested.",update or correct a shipping address,address_updated,reference
E0025,refund_request,"Hi team, I purchased a water bottle on November 2 (order ORD-19305) and would like to return it for a refund.","Hi Alex, thanks for reaching out. I'm sorry the water bottle didn't meet your expectations. I've initiated a refund for order ORD-19305; you should see the amount back in your account within 5-7 business days.",request a refund for a purchase,refund_initiated,reference
E0184,password_reset,"Hi team, how do I reset my account password? I tried the usual link with no luck.","Hello Sam, sorry about that. I've resent the password reset link to your registered email. If it doesn't show up shortly, I can reset it manually from our end.",request help resetting their password,steps_provided,reference
E0286,product_information,"Hello, does the bluetooth speaker come with a warranty? I'm considering buying one.","Hello Alex, thanks for your interest in the bluetooth speaker. It's available in multiple sizes and includes care instructions in the box. I'm happy to answer any other questions.",ask for more information about a product before purchasing,information_provided,reference
E0091,damaged_product,"Hello, the yoga mat from order ORD-41890 came with visible damage during shipping. Can you help?","Hi Chloe, I'm sorry to hear the yoga mat arrived damaged — that's not the experience we want for you. I can send a free replacement or process a full refund for order ORD-41890, whichever you'd prefer.",report that a received product arrived damaged,replacement_or_refund,evaluation
E0075,delayed_delivery,"Hello, the blender I ordered (ORD-94246) is significantly delayed. Where is it?","Hi Jordan, I'm sorry for the delay with order ORD-94246. I've checked with our shipping partner and it looks like there was a delay in transit. I've flagged this for priority handling and will follow up with an updated delivery date shortly.",report that a delivery is delayed and ask for an update,escalation_or_update,reference
E0005,refund_request,"Hi, I'd like to request a refund for order ORD-57052. The smart watch I received doesn't work as expected. Can you help?","Hello Maria, I understand the frustration. I've processed a refund request for order ORD-57052. Please allow 5-7 business days for the funds to appear on your original payment method.",request a refund for a purchase,refund_initiated,reference
E0330,technical_support,"Hi, my desk lamp isn't connecting properly. I've tried restarting it but no luck. Can you help?","Hi Jordan, sorry for the trouble. Could you try resetting the desk lamp by holding the power button for 10 seconds, then reconnecting via Bluetooth? Let me know if that resolves it or if you'd like a video walkthrough.",get help with a technical problem using a product or service,troubleshooting_provided,reference
E0237,duplicate_charge,"Hi, I was charged twice for order ORD-93238. Can you refund the duplicate charge?","Hello Fatima, thanks for letting us know. I've verified the duplicate charge and processed a refund for the second charge on order ORD-93238.",report being charged twice for the same order,duplicate_refunded,evaluation
E0234,duplicate_charge,"Hi, I was charged twice for order ORD-68979. Can you refund the duplicate charge?","Hello Jordan, thanks for letting us know. I've verified the duplicate charge and processed a refund for the second charge on order ORD-68979.",report being charged twice for the same order,duplicate_refunded,reference
E0108,damaged_product,"Hi, I received my smart watch today (order ORD-98381) but it arrived damaged. What are my options?","Hi Lucas, I'm sorry to hear the smart watch arrived damaged — that's not the experience we want for you. I can send a free replacement or process a full refund for order ORD-98381, whichever you'd prefer.",report that a received product arrived damaged,replacement_or_refund,reference
E0320,complaint,"Hi, I'm really unhappy with the service I received regarding order ORD-72324. This isn't the experience I expected.","Hi Hana, I'm sorry to hear about your experience with order ORD-72324 — that falls short of what we aim for. I've escalated this to our support lead and will personally follow up to make sure it's resolved.",voice a general complaint about service or experience,acknowledged_and_escalated,reference
E0306,complaint,"Hi team, I've had a frustrating experience with support regarding office chair and want this addressed.","Hello Aisha, thank you for your patience and for letting us know. I've logged your feedback about order ORD-36624 and escalated it internally so we can prevent this going forward.",voice a general complaint about service or experience,acknowledged_and_escalated,evaluation
E0128,cancellation,"Hi team, can you cancel order ORD-22903? I placed it by mistake.","Hi Ravi, I've cancelled order ORD-22903 for you. Since it hadn't shipped yet, no charges will be applied and any pending authorization will be released within a few business days.",cancel an order before it ships,order_cancelled,reference
E0313,complaint,"Hi team, I've had a frustrating experience with support regarding desk lamp and want this addressed.","Hello Alex, thank you for your patience and for letting us know. I've logged your feedback about order ORD-10866 and escalated it internally so we can prevent this going forward.",voice a general complaint about service or experience,acknowledged_and_escalated,reference
E0036,order_status,"Hi, can you tell me the status of my order ORD-18981? I placed it on February 22 and haven't heard anything.","Hi Wei, thanks for checking in. Order ORD-18981 is currently being processed and is on track to ship soon. You'll receive a tracking number by email once it leaves our warehouse.",check the current status of an order,status_provided,reference
E0082,damaged_product,"Hi, unfortunately my order ORD-87607 arrived broken. I'd like a replacement or refund.","Hi Jordan, I'm sorry to hear the water bottle arrived damaged — that's not the experience we want for you. I can send a free replacement or process a full refund for order ORD-87607, whichever you'd prefer.",report that a received product arrived damaged,replacement_or_refund,reference
E0246,subscription_cancellation,"Hello, please cancel my recurring plan effective immediately.","Hello Fatima, your subscription has been cancelled as requested. No further charges will be made, and you'll receive a confirmation email shortly.",cancel a recurring subscription,subscription_cancelled,reference
E0232,duplicate_charge,"Hello, I see two identical charges of $29.99 on my card for the same coffee grinder order. Please help.","Hello Sofia, thanks for letting us know. I've verified the duplicate charge and processed a refund for the second charge on order ORD-82305.",report being charged twice for the same order,duplicate_refunded,reference
E0314,complaint,"Hi team, I've had a frustrating experience with support regarding wireless headphones and want this addressed.","Hello Omar, thank you for your patience and for letting us know. I've logged your feedback about order ORD-47576 and escalated it internally so we can prevent this going forward.",voice a general complaint about service or experience,acknowledged_and_escalated,reference
E0325,technical_support,"Hi, my running shoes isn't connecting properly. I've tried restarting it but no luck. Can you help?","Hello Sofia, thanks for the details. This is usually caused by outdated firmware — could you update the running shoes's firmware through the companion app and try again?",get help with a technical problem using a product or service,troubleshooting_provided,reference
E0039,order_status,"Hello, I'd like an update on order ORD-70068 for the bluetooth speaker. Is it still on track?","Hi Alex, thanks for checking in. Order ORD-70068 is currently being processed and is on track to ship soon. You'll receive a tracking number by email once it leaves our warehouse.",check the current status of an order,status_provided,reference
E0049,order_status,"Hi, can you tell me the status of my order ORD-13248? I placed it on December 11 and haven't heard anything.","Hi Ravi, thanks for checking in. Order ORD-13248 is currently being processed and is on track to ship soon. You'll receive a tracking number by email once it leaves our warehouse.",check the current status of an order,status_provided,reference
E0157,account_access,"Hello, I'm locked out of my account after a few failed login attempts. What should I do?","Hi Priya, sorry for the trouble logging in. I've unlocked your account — please try logging in again, and use the 'Forgot Password' link if you'd like to set a new password.",resolve an issue accessing their account,access_restored_or_steps_provided,reference
E0202,billing_issue,"Hi team, there seems to be a billing error on my account related to order ORD-26341.","Hi Grace, thanks for flagging this. I looked into order ORD-26341 and the $39.99 charge reflects the item price plus applicable tax. I've attached a breakdown for clarity — let me know if anything still looks off.",resolve a billing discrepancy,billing_corrected_or_explained,reference
E0145,account_access,"Hi, I can't log into my account anymore. It keeps saying my credentials are invalid. Can you help?","Hi Priya, sorry for the trouble logging in. I've unlocked your account — please try logging in again, and use the 'Forgot Password' link if you'd like to set a new password.",resolve an issue accessing their account,access_restored_or_steps_provided,reference
E0084,damaged_product,"Hi, unfortunately my order ORD-65057 arrived broken. I'd like a replacement or refund.","Hello Alex, apologies for the damage on order ORD-65057. I've started a replacement shipment for you at no extra cost, and you won't need to return the damaged item.",report that a received product arrived damaged,replacement_or_refund,reference
E0168,password_reset,"Hello, I'd like to reset my password but I'm not receiving the reset link. What can I do?","Hello Aisha, sorry about that. I've resent the password reset link to your registered email. If it doesn't show up shortly, I can reset it manually from our end.",request help resetting their password,steps_provided,reference
E0087,damaged_product,"Hello, the bluetooth speaker from order ORD-84691 came with visible damage during shipping. Can you help?","Hi Sofia, I'm sorry to hear the bluetooth speaker arrived damaged — that's not the experience we want for you. I can send a free replacement or process a full refund for order ORD-84691, whichever you'd prefer.",report that a received product arrived damaged,replacement_or_refund,evaluation
E0250,subscription_cancellation,"Hello, please cancel my recurring plan effective immediately.","Hi Chloe, I've cancelled your subscription effective immediately. You won't be billed going forward, and you'll retain access until the end of your current billing period.",cancel a recurring subscription,subscription_cancelled,reference
E0124,cancellation,"Hi, I need to cancel order ORD-67711 before it ships. Is that still possible?","Hello Maria, order ORD-67711 has been successfully cancelled. You won't be charged, and you'll receive a confirmation email shortly.",cancel an order before it ships,order_cancelled,evaluation
E0028,order_status,"Hi, can you tell me the status of my order ORD-96374? I placed it on June 14 and haven't heard anything.","Hi Maria, thanks for checking in. Order ORD-96374 is currently being processed and is on track to ship soon. You'll receive a tracking number by email once it leaves our warehouse.",check the current status of an order,status_provided,evaluation
E0307,complaint,"Hi team, I've had a frustrating experience with support regarding desk lamp and want this addressed.","Hi Alex, I'm sorry to hear about your experience with order ORD-44180 — that falls short of what we aim for. I've escalated this to our support lead and will personally follow up to make sure it's resolved.",voice a general complaint about service or experience,acknowledged_and_escalated,evaluation
E0198,billing_issue,"Hi, I noticed a charge on my statement I don't recognize for order ORD-15726. Can you explain this?","Hi Sofia, thanks for flagging this. I looked into order ORD-15726 and the $49.99 charge reflects the item price plus applicable tax. I've attached a breakdown for clarity — let me know if anything still looks off.",resolve a billing discrepancy,billing_corrected_or_explained,reference
E0272,product_information,"Hello, does the notebook set come with a warranty? I'm considering buying one.","Hello Wei, thanks for your interest in the notebook set. It's available in multiple sizes and includes care instructions in the box. I'm happy to answer any other questions.",ask for more information about a product before purchasing,information_provided,evaluation
E0308,complaint,"Hi, I'm really unhappy with the service I received regarding order ORD-40149. This isn't the experience I expected.","Hi Aisha, I'm sorry to hear about your experience with order ORD-40149 — that falls short of what we aim for. I've escalated this to our support lead and will personally follow up to make sure it's resolved.",voice a general complaint about service or experience,acknowledged_and_escalated,reference
E0131,cancellation,"Hi, I need to cancel order ORD-60140 before it ships. Is that still possible?","Hi Ethan, I've cancelled order ORD-60140 for you. Since it hadn't shipped yet, no charges will be applied and any pending authorization will be released within a few business days.",cancel an order before it ships,order_cancelled,reference
E0002,refund_request,"Hi team, I purchased a standing desk on April 8 (order ORD-13905) and would like to return it for a refund.","Hello Priya, I understand the frustration. I've processed a refund request for order ORD-13905. Please allow 5-7 business days for the funds to appear on your original payment method.",request a refund for a purchase,refund_initiated,reference
E0027,refund_request,"Hi team, I purchased a backpack on April 26 (order ORD-85525) and would like to return it for a refund.","Hi Hana, thanks for reaching out. I'm sorry the backpack didn't meet your expectations. I've initiated a refund for order ORD-85525; you should see the amount back in your account within 5-7 business days.",request a refund for a purchase,refund_initiated,evaluation
E0401,exchange_request,"Hi, I'd like to exchange the running shoes from order ORD-52179 for a different size. How do I do that?","Hello Lucas, happy to help with the exchange. I've arranged for a new running shoes to be shipped and included a prepaid label for returning the original from order ORD-52179.",exchange a purchased item for a different size or variant,exchange_initiated,reference
E0219,duplicate_charge,"Hello, I see two identical charges of $99.00 on my card for the same yoga mat order. Please help.","Hello Diego, thanks for letting us know. I've verified the duplicate charge and processed a refund for the second charge on order ORD-78062.",report being charged twice for the same order,duplicate_refunded,reference
E0134,cancellation,"Hello, please cancel my order for the smart watch (ORD-60422). I no longer need it.","Hello Fatima, order ORD-60422 has been successfully cancelled. You won't be charged, and you'll receive a confirmation email shortly.",cancel an order before it ships,order_cancelled,reference
E0372,address_change,"Hi team, please change the delivery address on my order ORD-69597.","Hello Diego, good news — order ORD-69597 hadn't shipped yet, so I was able to update the address as requested.",update or correct a shipping address,address_updated,evaluation
E0120,cancellation,"Hi team, can you cancel order ORD-86011? I placed it by mistake.","Hello Hana, order ORD-86011 has been successfully cancelled. You won't be charged, and you'll receive a confirmation email shortly.",cancel an order before it ships,order_cancelled,reference
E0056,delayed_delivery,"Hi team, order ORD-66531 is past its estimated delivery date. Can you look into this?","Hi Diego, I'm sorry for the delay with order ORD-66531. I've checked with our shipping partner and it looks like there was a delay in transit. I've flagged this for priority handling and will follow up with an updated delivery date shortly.",report that a delivery is delayed and ask for an update,escalation_or_update,reference
E0172,password_reset,"Hi team, how do I reset my account password? I tried the usual link with no luck.","Hello Liam, sorry about that. I've resent the password reset link to your registered email. If it doesn't show up shortly, I can reset it manually from our end.",request help resetting their password,steps_provided,evaluation
E0118,cancellation,"Hello, please cancel my order for the coffee grinder (ORD-82255). I no longer need it.","Hi Sofia, I've cancelled order ORD-82255 for you. Since it hadn't shipped yet, no charges will be applied and any pending authorization will be released within a few business days.",cancel an order before it ships,order_cancelled,reference
E0205,billing_issue,"Hello, my invoice for notebook set shows $79.00 but I was expecting a different amount. Can you clarify?","Hi Alex, thanks for flagging this. I looked into order ORD-51770 and the $79.00 charge reflects the item price plus applicable tax. I've attached a breakdown for clarity — let me know if anything still looks off.",resolve a billing discrepancy,billing_corrected_or_explained,reference
E0261,subscription_cancellation,"Hi team, how do I cancel my subscription before the next billing date?","Hi Sam, I've cancelled your subscription effective immediately. You won't be billed going forward, and you'll retain access until the end of your current billing period.",cancel a recurring subscription,subscription_cancelled,reference
E0259,subscription_cancellation,"Hi, I'd like to cancel my subscription. Please make sure I'm not billed again.","Hi Priya, I've cancelled your subscription effective immediately. You won't be billed going forward, and you'll retain access until the end of your current billing period.",cancel a recurring subscription,subscription_cancelled,evaluation
E0224,duplicate_charge,"Hi, I was charged twice for order ORD-26545. Can you refund the duplicate charge?","Hello Priya, thanks for letting us know. I've verified the duplicate charge and processed a refund for the second charge on order ORD-26545.",report being charged twice for the same order,duplicate_refunded,reference
E0344,technical_support,"Hello, I'm having trouble setting up my standing desk. The instructions don't seem to match what I'm seeing.","Hello Maria, thanks for the details. This is usually caused by outdated firmware — could you update the standing desk's firmware through the companion app and try again?",get help with a technical problem using a product or service,troubleshooting_provided,reference
E0079,delayed_delivery,"Hi team, order ORD-26544 is past its estimated delivery date. Can you look into this?","Hi Lucas, I'm sorry for the delay with order ORD-26544. I've checked with our shipping partner and it looks like there was a delay in transit. I've flagged this for priority handling and will follow up with an updated delivery date shortly.",report that a delivery is delayed and ask for an update,escalation_or_update,reference
E0274,product_information,"Hello, does the coffee grinder come with a warranty? I'm considering buying one.","Hi Maria, happy to help! The coffee grinder comes with a 1-year limited warranty and detailed specs are listed on the product page. Let me know if you have any other questions before ordering.",ask for more information about a product before purchasing,information_provided,evaluation
E0334,technical_support,"Hello, I'm having trouble setting up my backpack. The instructions don't seem to match what I'm seeing.","Hello Lucas, thanks for the details. This is usually caused by outdated firmware — could you update the backpack's firmware through the companion app and try again?",get help with a technical problem using a product or service,troubleshooting_provided,reference
E0189,password_reset,"Hi, I forgot my password and the reset email isn't arriving. Can you help me regain access?","Hi Sofia, I've manually triggered a password reset email to the address on file — please check your inbox and spam folder over the next few minutes. Let me know if it still doesn't arrive.",request help resetting their password,steps_provided,evaluation
E0180,password_reset,"Hi team, how do I reset my account password? I tried the usual link with no luck.","Hi Chloe, I've manually triggered a password reset email to the address on file — please check your inbox and spam folder over the next few minutes. Let me know if it still doesn't arrive.",request help resetting their password,steps_provided,reference
E0315,complaint,"Hi, I'm really unhappy with the service I received regarding order ORD-29516. This isn't the experience I expected.","Hi Grace, I'm sorry to hear about your experience with order ORD-29516 — that falls short of what we aim for. I've escalated this to our support lead and will personally follow up to make sure it's resolved.",voice a general complaint about service or experience,acknowledged_and_escalated,reference
E0238,duplicate_charge,"Hi team, order ORD-86106 appears to have been billed twice by mistake.","Hi Hana, I'm sorry for the duplicate charge on order ORD-86106. I've confirmed it was billed twice in error and have refunded the extra charge; it should appear in 5-7 business days.",report being charged twice for the same order,duplicate_refunded,reference
E0384,exchange_request,"Hello, the notebook set I received doesn't fit as expected. Can I exchange it for another size?","Hello Fatima, happy to help with the exchange. I've arranged for a new notebook set to be shipped and included a prepaid label for returning the original from order ORD-21362.",exchange a purchased item for a different size or variant,exchange_initiated,reference
E0034,order_status,"Hi, can you tell me the status of my order ORD-38534? I placed it on October 24 and haven't heard anything.","Hi Noah, thanks for checking in. Order ORD-38534 is currently being processed and is on track to ship soon. You'll receive a tracking number by email once it leaves our warehouse.",check the current status of an order,status_provided,reference
E0208,billing_issue,"Hi, I noticed a charge on my statement I don't recognize for order ORD-49472. Can you explain this?","Hello Lucas, I reviewed your billing history and found the discrepancy. I've corrected it on our end and you should see an updated statement within one billing cycle.",resolve a billing discrepancy,billing_corrected_or_explained,reference
E0003,refund_request,"Hi team, I purchased a running shoes on August 19 (order ORD-64987) and would like to return it for a refund.","Hi Omar, thanks for reaching out. I'm sorry the running shoes didn't meet your expectations. I've initiated a refund for order ORD-64987; you should see the amount back in your account within 5-7 business days.",request a refund for a purchase,refund_initiated,reference
E0216,billing_issue,"Hi, I noticed a charge on my statement I don't recognize for order ORD-51365. Can you explain this?","Hi Priya, thanks for flagging this. I looked into order ORD-51365 and the $99.99 charge reflects the item price plus applicable tax. I've attached a breakdown for clarity — let me know if anything still looks off.",resolve a billing discrepancy,billing_corrected_or_explained,reference
E0006,refund_request,"Hi team, I purchased a notebook set on July 3 (order ORD-26361) and would like to return it for a refund.","Hello Omar, I understand the frustration. I've processed a refund request for order ORD-26361. Please allow 5-7 business days for the funds to appear on your original payment method.",request a refund for a purchase,refund_initiated,reference
E0253,subscription_cancellation,"Hi, I'd like to cancel my subscription. Please make sure I'm not billed again.","Hello Grace, your subscription has been cancelled as requested. No further charges will be made, and you'll receive a confirmation email shortly.",cancel a recurring subscription,subscription_cancelled,reference
E0105,damaged_product,"Hi, I received my smart watch today (order ORD-44816) but it arrived damaged. What are my options?","Hi Sam, I'm sorry to hear the smart watch arrived damaged — that's not the experience we want for you. I can send a free replacement or process a full refund for order ORD-44816, whichever you'd prefer.",report that a received product arrived damaged,replacement_or_refund,reference
E0317,complaint,"Hi team, I've had a frustrating experience with support regarding smart watch and want this addressed.","Hi Noah, I'm sorry to hear about your experience with order ORD-99658 — that falls short of what we aim for. I've escalated this to our support lead and will personally follow up to make sure it's resolved.",voice a general complaint about service or experience,acknowledged_and_escalated,reference
E0311,complaint,"Hi team, I've had a frustrating experience with support regarding wireless headphones and want this addressed.","Hi Jordan, I'm sorry to hear about your experience with order ORD-97584 — that falls short of what we aim for. I've escalated this to our support lead and will personally follow up to make sure it's resolved.",voice a general complaint about service or experience,acknowledged_and_escalated,reference
E0053,order_status,"Hi there, just checking in on order ORD-25118 placed May 6. Any updates?","Hello Alex, I checked on order ORD-25118 for you — it's in our fulfillment queue and should ship within 1-2 business days.",check the current status of an order,status_provided,evaluation
E0174,password_reset,"Hi, I forgot my password and the reset email isn't arriving. Can you help me regain access?","Hi Chloe, I've manually triggered a password reset email to the address on file — please check your inbox and spam folder over the next few minutes. Let me know if it still doesn't arrive.",request help resetting their password,steps_provided,reference
E0309,complaint,"Hi team, I've had a frustrating experience with support regarding water bottle and want this addressed.","Hello Emma, thank you for your patience and for letting us know. I've logged your feedback about order ORD-74044 and escalated it internally so we can prevent this going forward.",voice a general complaint about service or experience,acknowledged_and_escalated,reference
E0166,password_reset,"Hi, I forgot my password and the reset email isn't arriving. Can you help me regain access?","Hi Diego, I've manually triggered a password reset email to the address on file — please check your inbox and spam folder over the next few minutes. Let me know if it still doesn't arrive.",request help resetting their password,steps_provided,reference
E0057,delayed_delivery,"Hi team, order ORD-76469 is past its estimated delivery date. Can you look into this?","Hi Noah, I'm sorry for the delay with order ORD-76469. I've checked with our shipping partner and it looks like there was a delay in transit. I've flagged this for priority handling and will follow up with an updated delivery date shortly.",report that a delivery is delayed and ask for an update,escalation_or_update,reference
E0312,complaint,"Hi, I'm really unhappy with the service I received regarding order ORD-38668. This isn't the experience I expected.","Hi Alex, I'm sorry to hear about your experience with order ORD-38668 — that falls short of what we aim for. I've escalated this to our support lead and will personally follow up to make sure it's resolved.",voice a general complaint about service or experience,acknowledged_and_escalated,reference
E0298,complaint,"Hi team, I've had a frustrating experience with support regarding yoga mat and want this addressed.","Hello Ravi, thank you for your patience and for letting us know. I've logged your feedback about order ORD-29558 and escalated it internally so we can prevent this going forward.",voice a general complaint about service or experience,acknowledged_and_escalated,reference
E0271,product_information,"Hi, can you tell me more about the notebook set? Specifically, I'd like to know about sizing and materials.","Hi Omar, happy to help! The notebook set comes with a 1-year limited warranty and detailed specs are listed on the product page. Let me know if you have any other questions before ordering.",ask for more information about a product before purchasing,information_provided,reference
E0228,duplicate_charge,"Hello, I see two identical charges of $49.00 on my card for the same yoga mat order. Please help.","Hello Fatima, thanks for letting us know. I've verified the duplicate charge and processed a refund for the second charge on order ORD-90199.",report being charged twice for the same order,duplicate_refunded,reference
E0335,technical_support,"Hi, my blender isn't connecting properly. I've tried restarting it but no luck. Can you help?","Hi Noah, sorry for the trouble. Could you try resetting the blender by holding the power button for 10 seconds, then reconnecting via Bluetooth? Let me know if that resolves it or if you'd like a video walkthrough.",get help with a technical problem using a product or service,troubleshooting_provided,evaluation
E0233,duplicate_charge,"Hello, I see two identical charges of $199.00 on my card for the same air purifier order. Please help.","Hello Grace, thanks for letting us know. I've verified the duplicate charge and processed a refund for the second charge on order ORD-63843.",report being charged twice for the same order,duplicate_refunded,evaluation
E0073,delayed_delivery,"Hi team, order ORD-38760 is past its estimated delivery date. Can you look into this?","Hi Liam, I'm sorry for the delay with order ORD-38760. I've checked with our shipping partner and it looks like there was a delay in transit. I've flagged this for priority handling and will follow up with an updated delivery date shortly.",report that a delivery is delayed and ask for an update,escalation_or_update,reference
E0024,refund_request,"Hi, I'd like to request a refund for order ORD-18392. The office chair I received doesn't work as expected. Can you help?","Hi Lucas, thanks for reaching out. I'm sorry the office chair didn't meet your expectations. I've initiated a refund for order ORD-18392; you should see the amount back in your account within 5-7 business days.",request a refund for a purchase,refund_initiated,reference
E0296,product_information,"Hi, can you tell me more about the desk lamp? Specifically, I'd like to know about sizing and materials.","Hello Sam, thanks for your interest in the desk lamp. It's available in multiple sizes and includes care instructions in the box. I'm happy to answer any other questions.",ask for more information about a product before purchasing,information_provided,reference
E0256,subscription_cancellation,"Hi team, how do I cancel my subscription before the next billing date?","Hello Liam, your subscription has been cancelled as requested. No further charges will be made, and you'll receive a confirmation email shortly.",cancel a recurring subscription,subscription_cancelled,reference
E0067,delayed_delivery,"Hi team, order ORD-68446 is past its estimated delivery date. Can you look into this?","Hello Omar, apologies for the inconvenience. Order ORD-68446 is currently delayed in transit. I've escalated this to our logistics team and will update you as soon as I have a new estimated delivery date.",report that a delivery is delayed and ask for an update,escalation_or_update,evaluation
E0400,exchange_request,"Hi, I'd like to exchange the backpack from order ORD-16026 for a different size. How do I do that?","Hi Lucas, of course! I've started an exchange for order ORD-16026 — a prepaid return label is on its way to your email, and we'll ship the replacement as soon as the original is on its way back to us.",exchange a purchased item for a different size or variant,exchange_initiated,reference
E0300,complaint,"Hello, I want to formally complain about how my recent order (ORD-41831) was handled.","Hi Chloe, I'm sorry to hear about your experience with order ORD-41831 — that falls short of what we aim for. I've escalated this to our support lead and will personally follow up to make sure it's resolved.",voice a general complaint about service or experience,acknowledged_and_escalated,reference
E0090,damaged_product,"Hello, the water bottle from order ORD-94659 came with visible damage during shipping. Can you help?","Hi Liam, I'm sorry to hear the water bottle arrived damaged — that's not the experience we want for you. I can send a free replacement or process a full refund for order ORD-94659, whichever you'd prefer.",report that a received product arrived damaged,replacement_or_refund,reference
E0288,product_information,"Hello, does the water bottle come with a warranty? I'm considering buying one.","Hi Sam, happy to help! The water bottle comes with a 1-year limited warranty and detailed specs are listed on the product page. Let me know if you have any other questions before ordering.",ask for more information about a product before purchasing,information_provided,reference
E0151,account_access,"Hi, I can't log into my account anymore. It keeps saying my credentials are invalid. Can you help?","Hello Lucas, I've reviewed your account and lifted the temporary lock caused by repeated login attempts. You should be able to sign in normally now.",resolve an issue accessing their account,access_restored_or_steps_provided,reference
E0281,product_information,"Hello, does the notebook set come with a warranty? I'm considering buying one.","Hello Ravi, thanks for your interest in the notebook set. It's available in multiple sizes and includes care instructions in the box. I'm happy to answer any other questions.",ask for more information about a product before purchasing,information_provided,reference
E0262,subscription_cancellation,"Hello, please cancel my recurring plan effective immediately.","Hi Sofia, I've cancelled your subscription effective immediately. You won't be billed going forward, and you'll retain access until the end of your current billing period.",cancel a recurring subscription,subscription_cancelled,evaluation
E0115,cancellation,"Hello, please cancel my order for the laptop stand (ORD-13783). I no longer need it.","Hello Maria, order ORD-13783 has been successfully cancelled. You won't be charged, and you'll receive a confirmation email shortly.",cancel an order before it ships,order_cancelled,reference
E0153,account_access,"Hello, I'm locked out of my account after a few failed login attempts. What should I do?","Hi Sam, sorry for the trouble logging in. I've unlocked your account — please try logging in again, and use the 'Forgot Password' link if you'd like to set a new password.",resolve an issue accessing their account,access_restored_or_steps_provided,reference
E0126,cancellation,"Hi team, can you cancel order ORD-98389? I placed it by mistake.","Hi Aisha, I've cancelled order ORD-98389 for you. Since it hadn't shipped yet, no charges will be applied and any pending authorization will be released within a few business days.",cancel an order before it ships,order_cancelled,evaluation
E0383,exchange_request,"Hi team, can I swap the coffee grinder in order ORD-95199 for a different color?","Hi Ethan, of course! I've started an exchange for order ORD-95199 — a prepaid return label is on its way to your email, and we'll ship the replacement as soon as the original is on its way back to us.",exchange a purchased item for a different size or variant,exchange_initiated,evaluation
E0340,technical_support,"Hello, I'm having trouble setting up my backpack. The instructions don't seem to match what I'm seeing.","Hi Ravi, sorry for the trouble. Could you try resetting the backpack by holding the power button for 10 seconds, then reconnecting via Bluetooth? Let me know if that resolves it or if you'd like a video walkthrough.",get help with a technical problem using a product or service,troubleshooting_provided,reference
E0378,address_change,"Hello, I entered the wrong address on order ORD-61949. Can this be corrected?","Hi Priya, I've updated the shipping address for order ORD-61949. Since it hasn't shipped yet, the new address will be used for delivery.",update or correct a shipping address,address_updated,reference
E0175,password_reset,"Hi, I forgot my password and the reset email isn't arriving. Can you help me regain access?","Hello Noah, sorry about that. I've resent the password reset link to your registered email. If it doesn't show up shortly, I can reset it manually from our end.",request help resetting their password,steps_provided,reference
E0360,address_change,"Hi, I need to update the shipping address for order ORD-35575 before it ships. Can you help?","Hello Sam, good news — order ORD-35575 hadn't shipped yet, so I was able to update the address as requested.",update or correct a shipping address,address_updated,reference
